"","country","region","region_code","start_date","end_date","days","year","time","population","total_deaths","covid_deaths","expected_deaths","ols_ex","ols_ex_lb","ols_ex_ub","glm_log_ex","glm_log_ex_lb","glm_log_ex_ub","glm_iden_ex","glm_iden_ex_lb","glm_iden_ex_ub","glm_sqrt_ex","glm_sqrt_ex_lb","ridge_ex","rglm_log_ex","rglm_iden_ex","rglm_sqrt_ex","lasso_ex","lglm_log_ex","lglm_iden_ex","lglm_sqrt_ex","ols_ed","ols_ed_lb","ols_ed_ub","glm_log_ed","glm_log_ed_lb","glm_log_ed_ub","glm_iden_ed","glm_iden_ed_lb","glm_iden_ed_ub","glm_sqrt_ed","glm_sqrt_ed_lb","ridge_ed","rglm_log_ed","rglm_iden_ed","rglm_sqrt_ed","lasso_ed","lglm_log_ed","lglm_iden_ed","lglm_sqrt_ed"
"38","South Africa","South Africa",0,"2020-11-09","2020-11-15",7,2020,"46",60041996,10850,432,"TBC",9463.26779661014,9130.38753724287,9796.1480559774,9468.52356047788,9381.00772405559,9556.85583601312,9464.16128872871,9375.12199087299,9553.20058658443,9466.1988752119,9554.87880231021,9664.00550116599,9666.13526188842,9676.53951040921,9669.10468779401,9638.86887552082,9671.8218319151,9674.11000793193,9663.8171719375,1386.73220338986,1719.61246275713,1053.8519440226,1381.47643952212,1468.99227594441,1293.14416398688,1385.83871127129,1474.87800912701,1296.79941341557,1383.8011247881,1295.12119768979,1185.99449883401,1183.86473811158,1173.46048959079,1180.89531220599,1211.13112447918,1178.17816808491,1175.88999206807,1186.1828280625
"39","South Africa","South Africa",0,"2020-11-16","2020-11-22",7,2020,"47",60041996,10744,662,"TBC",9335.06779661014,9002.18753724287,9667.9480559774,9341.5024311348,9254.61756902996,9429.20299191186,9335.70406693551,9247.22086252926,9424.18727134175,9338.48186681553,9426.56293129251,10268.8006782114,10266.2920323695,10262.0633795665,10265.0946164848,10281.8676820393,10260.0349188436,10257.0168456411,10264.6559877426,1408.93220338986,1741.81246275713,1076.0519440226,1402.4975688652,1489.38243097004,1314.79700808814,1408.29593306449,1496.77913747074,1319.81272865825,1405.51813318447,1317.43706870749,475.199321788572,477.707967630507,481.936620433529,478.905383515221,462.132317960699,483.965081156361,486.983154358899,479.344012257387
"40","South Africa","South Africa",0,"2020-11-23","2020-11-29",7,2020,"48",60041996,10601,574,"TBC",9995.66779661014,9662.78753724287,10328.5480559774,9996.02784489436,9905.92761351433,10086.9475908127,9995.33806935662,9904.0348083643,10086.6413303489,9995.50589532704,10086.6256904119,10215.72733912,10213.5680843708,10212.0433655405,10213.4324647715,10225.4675220143,10204.1228147869,10201.9398303704,10209.1497543215,605.332203389864,938.21246275713,272.451944022596,604.972155105637,695.072386485666,514.052409187298,605.661930643382,696.965191635698,514.358669651067,605.494104672958,514.374309588058,385.27266088002,387.431915629233,388.956634459491,387.567535228463,375.532477985718,396.877185213078,399.060169629556,391.850245678464
"41","South Africa","South Africa",0,"2020-11-30","2020-12-06",7,2020,"49",60041996,11879,729,"TBC",10054.6677966101,9721.78753724287,10387.5480559774,10054.4853069165,9964.10211006858,10145.6883590993,10055.1622950231,9963.60777699135,10146.7168130549,10054.6460376214,10146.0343875262,10215.7049331745,10213.5688034713,10212.0431153768,10213.432768829,10225.4673732538,10204.1194330932,10201.941683283,10209.1464704888,1824.33220338986,2157.21246275713,1491.4519440226,1824.51469308351,1914.89788993142,1733.31164090069,1823.83770497685,1915.39222300865,1732.28318694505,1824.35396237858,1732.96561247376,1663.29506682548,1665.43119652866,1666.95688462323,1665.56723117104,1653.53262674616,1674.88056690681,1677.05831671704,1669.85352951118
"42","South Africa","South Africa",0,"2020-12-07","2020-12-13",7,2020,"50",60041996,12804,1070,"TBC",9638.86779661014,9305.98753724287,9971.7480559774,9642.50882032668,9554.13427127702,9731.70082292033,9639.09889081951,9549.307608857,9728.89017278202,9640.64719760248,9730.13861955119,9526.53549475528,9529.41072346482,9542.95433880943,9533.40138591455,9493.05696379448,9523.52556304114,9524.78811824825,9516.0265228811,3165.13220338986,3498.01246275713,2832.2519440226,3161.49117967332,3249.86572872298,3072.29917707967,3164.90110918049,3254.692391143,3075.10982721798,3163.35280239752,3073.86138044881,3277.46450524472,3274.58927653518,3261.04566119057,3270.59861408545,3310.94303620552,3280.47443695886,3279.21188175175,3287.9734771189
"43","South Africa","South Africa",0,"2020-12-14","2020-12-20",7,2020,"51",60041996,14321,1415,"TBC",10281.8677966101,9948.98753724287,10614.7480559774,10279.5960759237,10188.1293409138,10371.8839787195,10281.9572182291,10189.4556172677,10374.4588191905,10280.6035491455,10373.0107664828,9134.0271090515,9140.9141845219,9158.1424643199,9145.24846459746,9075.89016181108,9109.38854866061,9106.03866808,9099.84026841778,4039.13220338987,4372.01246275713,3706.2519440226,4041.40392407631,4132.8706590862,3949.11602128052,4039.04278177093,4131.54438273233,3946.54118080953,4040.39645085445,3947.98923351719,5186.9728909485,5180.0858154781,5162.8575356801,5175.75153540254,5245.10983818892,5211.61145133939,5214.96133192,5221.15973158222
"44","South Africa","South Africa",0,"2020-12-21","2020-12-27",7,2020,"52",60041996,17524,2044,"TBC",10225.4677966101,9892.58753724287,10558.3480559774,10223.7147054493,10132.5160690859,10315.7341834692,10226.7897293693,10134.517851717,10319.0616070215,10225.0830344279,10317.2409498172,9101.38510211686,9108.67609425835,9126.15318043877,9113.02161444044,9041.22338208392,9074.97076822852,9071.35581569211,9065.30801236069,7298.53220338986,7631.41246275713,6965.6519440226,7300.28529455065,7391.48393091406,7208.26581653076,7297.21027063075,7389.48214828302,7204.93839297847,7298.91696557214,7206.75905018284,8422.61489788314,8415.32390574165,8397.84681956123,8410.97838555956,8482.77661791608,8449.02923177148,8452.64418430789,8458.69198763931
"45","South Africa","South Africa",0,"2020-12-28","2021-01-03",7,2020,"53",60041996,20234,2842,"TBC",10225.4677966101,9892.58753724287,10558.3480559774,10223.7147054493,10132.5160690859,10315.7341834692,10226.7897293693,10134.517851717,10319.0616070215,10225.0830344279,10317.2409498172,9470.8208258321,9475.06796963557,9487.83465130481,9478.39027129169,9433.66791357288,9468.38671538692,9467.78979374111,9459.05614723552,10008.5322033899,10341.4124627571,9675.6519440226,10010.2852945507,10101.4839309141,9918.26581653076,10007.2102706307,10099.482148283,9914.93839297847,10008.9169655721,9916.75905018284,10763.1791741679,10758.9320303644,10746.1653486952,10755.6097287083,10800.3320864271,10765.6132846131,10766.2102062589,10774.9438527645
"46","South Africa","South Africa",0,"2021-01-04","2021-01-10",7,2021,"1",60041996,23510,3586,"TBC",10227.0124293787,9916.3912823388,10537.6335764187,10224.8410284006,10139.7179939094,10310.678671622,10227.0861995154,10140.9840343413,10313.1883646895,10225.7598297895,10311.7452496256,10216.6340729884,10212.9873209988,10209.742475113,10212.0908835626,10227.0146034172,10208.4532135653,10205.8940854061,10212.4240118871,13282.9875706213,13593.6087176612,12972.3664235813,13285.1589715994,13370.2820060906,13199.321328378,13282.9138004846,13369.0159656587,13196.8116353105,13284.2401702105,13198.2547503744,13293.3659270116,13297.0126790012,13300.257524887,13297.9091164374,13282.9853965828,13301.5467864347,13304.1059145939,13297.5759881129
"47","South Africa","South Africa",0,"2021-01-11","2021-01-17",7,2021,"2",60041996,24953,3942,"TBC",9330.3457627118,9019.72461567179,9640.96690975182,9337.78899606535,9256.85810262354,9419.42745242328,9331.79443662884,9249.09051164538,9414.4983616123,9334.63567030943,9416.79712356896,9383.85942001704,9389.54117103731,9402.26472700519,9392.52834419601,9341.6257917134,9380.69558032384,9378.6411946117,9370.28696554236,15622.6542372882,15933.2753843282,15312.0330902482,15615.2110039347,15696.1418973765,15533.5725475767,15621.2055633712,15703.9094883546,15538.5016383877,15618.3643296906,15536.202876431,15569.140579983,15563.4588289627,15550.7352729948,15560.471655804,15611.3742082866,15572.3044196762,15574.3588053883,15582.7130344576
"48","South Africa","South Africa",0,"2021-01-18","2021-01-24",7,2021,"3",60041996,21804,3769,"TBC",9077.51242937847,8766.89128233846,9388.13357641848,9087.66670367858,9007.94350140091,9168.09548198262,9079.11300002647,8997.39377602684,9160.83222402609,9083.28364508945,9164.33381669963,9178.21531335541,9186.94687702753,9200.29594375671,9189.48586357799,9123.02481974524,9164.62445967039,9158.7995464321,9152.50662769662,12726.4875706215,13037.1087176615,12415.8664235815,12716.3332963214,12796.0564985991,12635.9045180174,12724.8869999735,12806.6062239732,12643.1677759739,12720.7163549106,12639.6661833004,12625.7846866446,12617.0531229725,12603.7040562433,12614.514136422,12680.9751802548,12639.3755403296,12645.2004535679,12651.4933723034
"49","South Africa","South Africa",0,"2021-01-25","2021-01-31",7,2021,"4",60041996,15818,3290,"TBC",8850.67909604514,8540.05794900513,9161.30024308515,8863.26562263816,8784.63630701361,8942.59873168789,8849.93882745714,8769.12259811268,8930.75505680161,8856.62755719857,8936.66237398669,9073.7818116972,9084.18044772433,9098.22244905011,9086.70228732749,9012.02391651939,9054.90732403911,9047.96037909375,9042.31279009589,6967.32090395486,7277.94205099487,6656.69975691485,6954.73437736184,7033.36369298639,6875.40126831211,6968.06117254286,7048.87740188732,6887.24494319839,6961.37244280143,6881.33762601331,6744.2181883028,6733.81955227567,6719.77755094989,6731.29771267251,6805.97608348061,6763.09267596089,6770.03962090625,6775.68720990411
"50","South Africa","South Africa",0,"2021-02-01","2021-02-07",7,2021,"5",60041996,13832,2126,"TBC",9254.84576271181,8944.2246156718,9565.46690975182,9263.09855542532,9182.52705488413,9344.37702548162,9254.35571417796,9171.95191416869,9336.75951418724,9258.62069277113,9340.44766285644,9438.52886543718,9443.52746860423,9455.15443488665,9446.18992455983,9399.82309519277,9438.21297450626,9436.39172723861,9427.87205269748,4577.15423728819,4887.7753843282,4266.53309024818,4568.90144457468,4649.47294511587,4487.62297451838,4577.64428582204,4660.04808583131,4495.24048581276,4573.37930722887,4491.55233714356,4393.47113456282,4388.47253139577,4376.84556511335,4385.81007544017,4432.17690480723,4393.78702549374,4395.60827276139,4404.12794730252
"51","South Africa","South Africa",0,"2021-02-08","2021-02-14",7,2021,"6",60041996,12182,1609,"TBC",9462.01242937848,9151.39128233847,9772.63357641849,9468.04384839648,9386.48870062095,9550.30759364021,9462.92999481039,9379.71955155968,9546.1404380611,9465.31664202752,9548.04995372046,9693.03548896446,9694.77144926326,9703.55826320015,9697.11759592317,9670.42236604672,9705.67575508116,9708.16042747002,9697.29071168032,2719.98757062152,3030.60871766153,2409.36642358151,2713.95615160352,2795.51129937905,2631.69240635979,2719.07000518961,2802.28044844032,2635.8595619389,2716.68335797248,2633.95004627954,2488.96451103554,2487.22855073674,2478.44173679985,2484.88240407683,2511.57763395328,2476.32424491884,2473.83957252998,2484.70928831968
"52","South Africa","South Africa",0,"2021-02-15","2021-02-21",7,2021,"7",60041996,11440,1154,"TBC",9044.84576271181,8734.2246156718,9355.46690975182,9055.35030993578,8975.7840226386,9135.62191657424,9045.28466019284,8963.69792928294,9126.87139110274,9050.24678108074,9131.14975203713,9469.89610272062,9474.51804405092,9485.77737690738,9477.12485498122,9433.22173654449,9471.22017701693,9469.838427055,9461.06789422719,2395.15423728819,2705.7753843282,2084.53309024818,2384.64969006422,2464.2159773614,2304.37808342576,2394.71533980716,2476.30207071706,2313.12860889726,2389.75321891926,2308.85024796287,1970.10389727938,1965.48195594908,1954.22262309262,1962.87514501878,2006.77826345551,1968.77982298307,1970.161572945,1978.93210577281
"53","South Africa","South Africa",0,"2021-02-22","2021-02-28",7,2021,"8",60041996,10717,940,"TBC",9010.17909604514,8699.55794900513,9320.80024308516,9021.05536147405,8941.65582273077,9101.15994712112,9010.69907201462,8929.24828357908,9092.14986045016,9015.81416489462,9096.56342999671,9429.04863420239,9434.25245103405,9446.38305366628,9437.12767683322,9389.82121143516,9428.31997100115,9426.8002915751,9418.12771776898,1706.82090395486,2017.44205099487,1396.19975691484,1695.94463852595,1775.34417726923,1615.84005287888,1706.30092798538,1787.75171642092,1624.85013954984,1701.18583510538,1620.43657000329,1287.95136579761,1282.74754896595,1270.61694633372,1279.87232316678,1327.17878856484,1288.68002899885,1290.1997084249,1298.87228223102
